stories_id,url,media_name,media_id,title,publish_date,snapshots_id,foci_id,timespans_id,inlink_count,outlink_count,foci,facebook_share_count
349202965,https://consortiumnews.com/2015/05/31/holes-in-the-neocons-syrian-story/,Consortiumnews.com,197,Holes in the Neocons’ Syrian Story,2015-05-31 11:41:10,1879,,127285,3,1,[],171
589541563,http://beforeitsnews.com/terrorism/2015/05/obama-clinton-benghazi-gun-running-to-genocide-syria-2453734.html,beforeitsnews.com,29363,Obama - Clinton Benghazi Gun-Running To Terrorists In Syria | Terrorism,2015-05-31 08:23:00,1879,,127285,2,1,"[{'foci_id': 1174, 'stories_id': 589541563, 'focal_set_name': 'Retweet Partisanship Halves', 'name': 'Right Half'}]",12
