stories_id,url,media_name,media_id,title,publish_date,snapshots_id,foci_id,timespans_id,inlink_count,outlink_count,foci,facebook_share_count
591734919,http://www.drturi.com/colin-rand-kaepernick-trump-and-the-reptilius/,drturi.com,303864,"Chris Brown, Colin Rand Kaepernick, Trump and the reptilius | Dr. Turi M.D.U.S.",undateable,1879,,127285,2,5,"[{'foci_id': 1171, 'stories_id': 591734919, 'focal_set_name': 'Emails', 'name': 'Emails'}]",34
592883788,http://beforeitsnews.com/prophecy/2016/08/colin-rand-kaepernick-trump-and-the-reptilius-colin-rand-kaepernick-is-rich-famous-but-also-a-reptilius-infected-cosmic-unconscious-phenomenal-athlete-2483644.html,beforeitsnews.com,29363,"Colin Rand Kaepernick, Trump and the reptilius - Colin Rand Kaepernick is rich famous but also a reptilius infected cosmic unconscious phenomenal athlete! | Prophecy",2016-08-29 14:15:00,1879,,127285,1,1,"[{'foci_id': 1174, 'stories_id': 592883788, 'focal_set_name': 'Retweet Partisanship Halves', 'name': 'Right Half'}]",0
