hostname,outlink,count
277863,1149,7
277863,1707,7
277863,7,7
277863,8,7
277863,788,7
277863,6218,6
277863,6443,6
277863,25750,6
277863,40944,5
277863,18710,5
277863,73449,5
277863,62926,5
277863,101,5
277863,56510,5
277863,69774,5
277863,105571,5
277863,1752,4
277863,4442,4
277863,113,4
277863,1747,4
277863,57088,4
277863,15,4
277863,76561,4
277863,27131,4
277863,26164,4
277863,6756,4
277863,18362,3
277863,27502,3
277863,18370,3
277863,19334,3
277863,111,3
277863,1147,3
277863,25649,3
277863,5766,3
277863,28335,3
277863,60,3
277863,61164,2
277863,104828,2
277863,4425,2
277863,221763,2
277863,4419,2
277863,72,2
277863,269138,2
277863,5880,2
277863,20982,2
277863,28,2
277863,21933,2
277863,41550,2
277863,67831,2
277863,67338,2
277863,56051,2
277863,4452,2
277863,367246,2
277863,39,2
277863,4434,2
277863,20270,2
277863,21537,2
277863,1200,2
277863,25841,2
277863,18491,2
277863,25691,2
277863,85364,2
277863,68928,2
277863,68988,2
277863,19440,2
277863,1319,2
277863,27457,2
277863,105436,2
277863,21755,2
277863,32090,2
277863,25943,2
277863,314236,2
277863,1110,1
277863,1112,1
277863,186480,1
277863,1755,1
277863,1104,1
277863,1100,1
277863,1127,1
277863,20548,1
277863,18658,1
277863,22,1
277863,115,1
277863,1125,1
277863,271188,1
277863,19076,1
277863,109076,1
277863,305385,1
277863,17969,1
277863,41108,1
277863,24811,1
277863,24716,1
277863,22916,1
277863,6154,1
277863,19082,1
277863,25128,1
277863,51,1
277863,71985,1
277863,67277,1
277863,84784,1
277863,131240,1
277863,367891,1
277863,285605,1
277863,366692,1
277863,6264,1
277863,366828,1
277863,38,1
277863,61829,1
277863,304970,1
277863,367398,1
277863,7333,1
277863,77846,1
277863,367446,1
277863,20647,1
277863,21919,1
277863,367169,1
277863,19673,1
277863,13,1
277863,106251,1
277863,101454,1
277863,117614,1
277863,18431,1
277863,57,1
277863,108607,1
277863,288455,1
277863,75,1
277863,25612,1
277863,26076,1
277863,6700,1
277863,86881,1
277863,278856,1
277863,68225,1
277863,277901,1
277863,108369,1
277863,18725,1
277863,21869,1
277863,18399,1
277863,54343,1
277863,267108,1
277863,73716,1
277863,29953,1
277863,80596,1
277863,80817,1
277863,24906,1
277863,19819,1
277863,298183,1
277863,22241,1
277863,297887,1
277863,291182,1
277863,262801,1
277863,70569,1
277863,81793,1
277863,80815,1
277863,1056,1
277863,100631,1
277863,1404,1
277863,67421,1
277863,19488,1
277863,19146,1
277863,19586,1
277863,25139,1
277863,304344,1
277863,305927,1
277863,23733,1
277863,105278,1
277863,18858,1
277863,179559,1
277863,278602,1
277863,321885,1
277863,266095,1
277863,365906,1
325064,61164,1
325064,294212,1
68764,18775,30
68764,2,22
68764,1,21
68764,19334,19
68764,1095,16
68764,6443,13
68764,1117,11
68764,117,10
68764,1040,9
68764,18268,8
68764,101,8
68764,1747,8
68764,18346,7
68764,1150,7
68764,1149,6
68764,7,6
68764,25649,6
68764,18364,5
68764,27502,5
68764,25499,5
68764,1092,5
68764,129,5
68764,24533,5
68764,61164,4
68764,366705,4
68764,19673,4
68764,39000,3
68764,18370,3
68764,40944,3
68764,1707,3
68764,19984,3
68764,76561,3
68764,19763,3
68764,18658,3
68764,19632,3
68764,1752,2
68764,18391,2
68764,64866,2
68764,6218,2
68764,1096,2
68764,269331,2
68764,18710,2
68764,5915,2
68764,62926,2
68764,1112,2
68764,1100,2
68764,225,2
68764,25444,2
68764,128,2
68764,27131,2
68764,1750,2
68764,366113,2
68764,115,2
68764,22088,2
68764,6270,2
68764,35448,2
68764,366417,2
68764,277863,2
68764,6264,2
68764,367668,2
68764,25433,2
68764,69591,2
68764,80711,2
68764,18362,1
68764,104828,1
68764,6,1
68764,73449,1
68764,4442,1
68764,4425,1
68764,8,1
68764,1757,1
68764,1101,1
68764,209366,1
68764,186480,1
68764,4419,1
68764,15,1
68764,72,1
68764,269138,1
68764,5880,1
68764,18704,1
68764,29485,1
68764,366282,1
68764,1641,1
68764,27107,1
68764,4452,1
68764,25209,1
68764,20357,1
68764,110334,1
68764,18554,1
68764,30,1
68764,20487,1
68764,63031,1
68764,24834,1
68764,367459,1
68764,24667,1
68764,20397,1
68764,277928,1
68764,4481,1
68764,67320,1
68764,29362,1
68764,29343,1
68764,285605,1
68764,34,1
68764,6338,1
68764,24940,1
68764,675,1
68764,207886,1
68764,17970,1
68764,23180,1
68764,24674,1
68764,269606,1
68764,35,1
68764,64051,1
68764,24753,1
68764,4418,1
68764,187473,1
68764,105231,1
68764,22018,1
68764,29786,1
68764,101454,1
68764,6258,1
68764,73407,1
68764,179583,1
68764,106716,1
68764,68155,1
68764,106252,1
68764,1344,1
68764,68988,1
68764,211975,1
68764,26864,1
68764,29024,1
68764,125,1
68764,69230,1
68764,24791,1
68764,77657,1
68764,293059,1
68764,112191,1
68764,25596,1
68764,71625,1
68764,72897,1
68764,21573,1
68764,89706,1
68764,33028,1
68764,230779,1
68764,98578,1
18933,1,11
18933,2,6
18933,1040,6
18933,1751,6
18933,40944,6
18933,18362,5
18933,54346,5
18933,4425,4
18933,18346,3
18933,18268,3
18933,1095,3
18933,18364,3
18933,1755,3
18933,225,3
18933,67264,3
18933,21999,3
18933,106145,3
18933,1092,2
18933,4442,2
18933,5915,2
18933,1101,2
18933,1094,2
18933,67338,2
18933,41150,2
18933,367248,2
18933,39000,1
18933,18370,1
18933,25499,1
18933,1149,1
18933,1752,1
18933,18391,1
18933,6218,1
18933,1096,1
18933,104828,1
18933,1110,1
18933,73449,1
18933,8,1
18933,1757,1
18933,1747,1
18933,1104,1
18933,1100,1
18933,4429,1
18933,1750,1
18933,115,1
18933,17969,1
18933,26164,1
18933,19970,1
18933,1721,1
18933,40401,1
18933,6274,1
18933,22018,1
18933,1720,1
18933,41345,1
18933,204317,1
18933,5893,1
18933,294134,1
18933,55615,1
18933,19812,1
18933,87119,1
18933,291776,1
67021,21936,1
304966,25444,1
304966,35239,1
265747,19334,1
112234,2,3
112234,18362,2
112234,19822,2
112234,304668,2
112234,1,1
112234,18364,1
112234,1149,1
112234,269331,1
112234,62926,1
112234,8,1
112234,21936,1
112234,4419,1
112234,1094,1
112234,5521,1
112234,105094,1
112234,60,1
112234,84784,1
112234,131240,1
112234,69451,1
112234,33810,1
112234,278100,1
112234,287583,1
236025,1,1
236025,40944,1
236025,6218,1
236025,73449,1
236025,40658,1
236025,20624,1
53581,351477,1
119212,262197,1
78494,4428,38
78494,73927,35
78494,73722,29
78494,27502,25
78494,1721,21
78494,63031,21
78494,18362,18
78494,26363,16
78494,1,14
78494,18268,12
78494,1133,10
78494,2,9
78494,221763,9
78494,64110,8
78494,22332,7
78494,25854,7
78494,32830,7
78494,269138,6
78494,22742,6
78494,31137,6
78494,1095,5
78494,1040,5
78494,86636,5
78494,18364,4
78494,1751,4
78494,1752,4
78494,6,4
78494,21509,4
78494,278170,4
78494,71876,4
78494,18370,3
78494,1757,3
78494,28335,3
78494,65890,3
78494,21108,3
78494,227315,3
78494,72892,3
78494,71777,3
78494,39000,2
78494,1149,2
78494,40944,2
78494,1110,2
78494,101,2
78494,57088,2
78494,225,2
78494,1127,2
78494,21933,2
78494,56758,2
78494,366494,2
78494,277871,2
78494,26811,2
78494,31814,2
78494,26155,2
78494,27526,2
78494,33649,2
78494,298041,2
78494,80032,2
78494,74759,2
78494,99987,2
78494,18346,1
78494,1150,1
78494,1092,1
78494,1117,1
78494,73449,1
78494,4442,1
78494,5915,1
78494,1747,1
78494,111,1
78494,209366,1
78494,1147,1
78494,1755,1
78494,18393,1
78494,1100,1
78494,20982,1
78494,56510,1
78494,798,1
78494,19763,1
78494,18374,1
78494,41150,1
78494,115,1
78494,305385,1
78494,17969,1
78494,18908,1
78494,419,1
78494,18620,1
78494,26365,1
78494,23014,1
78494,304970,1
78494,21999,1
78494,20647,1
78494,23115,1
78494,5813,1
78494,368082,1
78494,788,1
78494,225103,1
78494,33018,1
78494,53090,1
78494,32734,1
78494,6700,1
78494,19650,1
78494,33824,1
78494,21034,1
78494,1113,1
78494,104972,1
78494,107659,1
78494,33569,1
78494,68640,1
78494,109794,1
78494,25180,1
78494,107733,1
78494,21816,1
78494,38704,1
78494,19694,1
78494,169668,1
78494,131487,1
78494,278281,1
78494,25107,1
78494,213437,1
78494,69526,1
78494,100212,1
78494,33989,1
78494,88395,1
83284,69275,3
83284,27131,2
83284,33654,1
83284,83280,1
83282,83280,40
83282,18364,21
83282,18268,18
83282,19334,18
83282,1095,15
83282,18362,15
83282,1117,15
83282,23115,15
83282,22088,14
83282,2,11
83282,61164,11
83282,6443,11
83282,1040,10
83282,18391,10
83282,18775,10
83282,101,10
83282,19697,10
83282,18346,9
83282,18658,9
83282,1,8
83282,25649,8
83282,67320,8
83282,27502,7
83282,1092,7
83282,18393,7
83282,1752,6
83282,6218,6
83282,113,6
83282,117,6
83282,366282,6
83282,25776,6
83282,245799,6
83282,40944,5
83282,64866,5
83282,19984,5
83282,19763,5
83282,67831,5
83282,29101,5
83282,18370,4
83282,25499,4
83282,221763,4
83282,111,4
83282,36,4
83282,1127,4
83282,24707,4
83282,41,4
83282,27107,4
83282,30347,4
83282,20357,4
83282,366422,4
83282,77574,4
83282,34778,4
83282,1096,3
83282,269331,3
83282,6,3
83282,62926,3
83282,1757,3
83282,128,3
83282,25369,3
83282,35448,3
83282,68272,3
83282,24667,3
83282,71985,3
83282,83195,3
83282,6489,3
83282,39000,2
83282,18710,2
83282,73449,2
83282,4425,2
83282,1112,2
83282,76561,2
83282,18496,2
83282,21038,2
83282,1125,2
83282,269352,2
83282,109253,2
83282,278164,2
83282,108607,2
83282,25772,2
83282,1284,2
83282,113909,2
83282,1751,1
83282,104828,1
83282,1707,1
83282,5521,1
83282,21542,1
83282,41550,1
83282,22,1
83282,1750,1
83282,271188,1
83282,1641,1
83282,17969,1
83282,1721,1
83282,18908,1
83282,41108,1
83282,27011,1
83282,24716,1
83282,24834,1
83282,6154,1
83282,14,1
83282,19082,1
83282,366325,1
83282,4481,1
83282,307,1
83282,29343,1
83282,67277,1
83282,131240,1
83282,69757,1
83282,68395,1
83282,25170,1
83282,24661,1
83282,98755,1
83282,17970,1
83282,269457,1
83282,20647,1
83282,269606,1
83282,69353,1
83282,29100,1
83282,21919,1
83282,105231,1
83282,25056,1
83282,112378,1
83282,18431,1
83282,85044,1
83282,25855,1
83282,73407,1
83282,86,1
83282,69123,1
83282,18491,1
83282,278343,1
83282,27081,1
83282,1344,1
83282,27692,1
83282,211975,1
83282,72846,1
83282,269589,1
83282,177073,1
83282,67183,1
83282,106699,1
83282,262663,1
83282,18375,1
83282,82551,1
83282,110208,1
83282,24525,1
83282,78013,1
83282,68490,1
83282,1059,1
83282,87850,1
83282,23290,1
83282,87049,1
83282,86994,1
83282,69047,1
83282,19772,1
83282,74336,1
83282,96716,1
18719,1751,1
18719,1757,1
18719,84784,1
18719,90055,1
83280,19650,166
83280,18364,47
83280,18346,42
83280,1095,36
83280,1125,35
83280,18362,29
83280,2,28
83280,18268,27
83280,1117,23
83280,84582,22
83280,6443,20
83280,25649,20
83280,19763,19
83280,19334,14
83280,101,14
83280,18658,14
83280,1752,13
83280,73449,13
83280,366282,10
83280,20357,10
83280,1,9
83280,366422,9
83280,77574,9
83280,18775,8
83280,100770,8
83280,1751,7
83280,40944,7
83280,22088,7
83280,25499,6
83280,64866,6
83280,72,6
83280,1092,5
83280,61164,5
83280,1757,5
83280,111,5
83280,30347,5
83280,83282,5
83280,1040,4
83280,4442,4
83280,4425,4
83280,22,4
83280,25349,4
83280,366646,4
83280,56903,4
83280,34778,4
83280,1223,4
83280,27502,3
83280,1149,3
83280,1096,3
83280,1109,3
83280,117,3
83280,21933,3
83280,367524,3
83280,25798,3
83280,67320,3
83280,1706,3
83280,105100,3
83280,19697,3
83280,104698,3
83280,89550,3
83280,1150,2
83280,104828,2
83280,6,2
83280,1112,2
83280,1747,2
83280,4419,2
83280,36,2
83280,367244,2
83280,21038,2
83280,56758,2
83280,24707,2
83280,41,2
83280,277928,2
83280,262823,2
83280,25057,2
83280,22928,2
83280,27200,2
83280,83284,2
83280,113909,2
83280,39000,1
83280,6218,1
83280,1707,1
83280,7,1
83280,21936,1
83280,18560,1
83280,1101,1
83280,209366,1
83280,57088,1
83280,15,1
83280,1104,1
83280,56510,1
83280,5521,1
83280,798,1
83280,29485,1
83280,128,1
83280,1127,1
83280,20548,1
83280,27131,1
83280,18374,1
83280,67831,1
83280,366277,1
83280,12,1
83280,271188,1
83280,6270,1
83280,1641,1
83280,35448,1
83280,287910,1
83280,18908,1
83280,305386,1
83280,41108,1
83280,25209,1
83280,304,1
83280,34663,1
83280,18350,1
83280,419,1
83280,29,1
83280,68329,1
83280,30082,1
83280,68395,1
83280,366828,1
83280,17970,1
83280,77846,1
83280,367039,1
83280,270003,1
83280,367428,1
83280,35631,1
83280,192429,1
83280,54,1
83280,70458,1
83280,245799,1
83280,112957,1
83280,29533,1
83280,29410,1
83280,224456,1
83280,100401,1
83280,67183,1
83280,1522,1
83280,28139,1
83280,29101,1
83280,306160,1
83280,116,1
83280,89724,1
83280,26716,1
83280,6489,1
83280,33013,1
83280,70,1
83280,27458,1
83280,87850,1
83280,21131,1
83280,90885,1
83280,97992,1
83280,106260,1
83280,166673,1
83280,86808,1
83280,80088,1
83280,98404,1
83280,115217,1
108581,64866,3
108581,221763,2
108581,1,1
108581,18346,1
108581,73449,1
108581,1755,1
108581,84582,1
108581,25128,1
108581,17970,1
108581,224817,1
18710,19906,6771
18710,5533,6634
18710,19107,6619
18710,186480,3415
18710,18598,1746
18710,18346,1207
18710,2,1151
18710,1,1126
18710,1095,841
18710,18268,739
18710,18362,604
18710,367021,399
18710,40944,339
18710,1040,315
18710,1150,257
18710,4425,249
18710,27502,247
18710,1149,240
18710,113,231
18710,18364,219
18710,1092,211
18710,4442,204
18710,39000,200
18710,25499,199
18710,5816,176
18710,21936,172
18710,109076,166
18710,1752,165
18710,73449,165
18710,6218,159
18710,1751,153
18710,5915,143
18710,18370,125
18710,269331,121
18710,18391,116
18710,54346,112
18710,61164,111
18710,1110,110
18710,270458,105
18710,1707,104
18710,6,100
18710,67574,96
18710,62926,87
18710,1755,84
18710,104828,82
18710,64866,80
18710,1096,80
18710,1109,79
18710,3,79
18710,19984,76
18710,1101,69
18710,8,66
18710,19334,61
18710,1117,61
18710,105714,60
18710,15,58
18710,1104,54
18710,7,53
18710,72,52
18710,1112,49
18710,5521,48
18710,18496,47
18710,20982,46
18710,367244,45
18710,262197,44
18710,17969,42
18710,26164,42
18710,4419,41
18710,298394,40
18710,1100,39
18710,270003,38
18710,1750,37
18710,209366,36
18710,20153,36
18710,277881,36
18710,67338,35
18710,19076,34
18710,84582,34
18710,6443,33
18710,1094,33
18710,9,32
18710,22299,32
18710,1747,31
18710,21089,31
18710,101,30
18710,111,29
18710,1757,28
18710,56510,27
18710,5766,27
18710,18704,27
18710,271188,27
18710,4481,27
18710,221763,26
18710,5880,26
18710,25316,25
18710,90357,25
18710,1147,24
18710,20120,24
18710,34663,24
18710,20548,23
18710,22088,23
18710,18393,22
18710,56051,22
18710,4452,22
18710,19970,21
18710,305386,21
18710,25855,21
18710,18775,20
18710,366113,20
18710,5527,20
18710,279023,20
18710,20081,20
18710,84948,20
18710,25750,19
18710,18350,19
18710,41550,18
18710,41150,18
18710,27107,18
18710,367248,18
18710,57088,17
18710,21542,17
18710,12,17
18710,366692,17
18710,278039,17
18710,29485,16
18710,21933,16
18710,18404,16
18710,72605,16
18710,366646,16
18710,39200,16
18710,798,15
18710,28335,15
18710,1641,15
18710,67264,15
18710,19115,15
18710,4422,15
18710,103906,15
18710,20605,15
18710,225,14
18710,18529,14
18710,20487,14
18710,4434,14
18710,366828,14
18710,24937,14
18710,5548,14
18710,25649,13
18710,40401,13
18710,112845,13
18710,269138,12
18710,18658,12
18710,18374,12
18710,22,12
18710,21038,12
18710,67324,12
18710,24725,12
18710,17970,12
18710,6985,12
18710,18560,11
18710,28,11
18710,27131,11
18710,366494,11
18710,367246,11
18710,104995,11
18710,351789,11
18710,366984,11
18710,25691,11
18710,39590,11
18710,82510,11
18710,58535,11
18710,67831,10
18710,25209,10
18710,367459,10
18710,19194,10
18710,39,10
18710,84784,10
18710,20696,10
18710,25826,10
18710,23668,10
18710,70899,10
18710,26992,10
18710,128,9
18710,41,9
18710,110334,9
18710,104129,9
18710,29343,9
18710,78,9
18710,367169,9
18710,68959,9
18710,76561,8
18710,117,8
18710,4428,8
18710,19854,8
18710,105094,8
18710,18908,8
18710,41108,8
18710,24669,8
18710,18554,8
18710,366233,8
18710,25128,8
18710,23785,8
18710,367524,8
18710,25798,8
18710,24940,8
18710,107634,8
18710,56708,8
18710,67934,8
18710,19673,8
18710,19729,8
18710,20827,8
18710,70236,8
18710,178081,8
18710,1127,7
18710,366282,7
18710,35448,7
18710,57766,7
18710,27011,7
18710,60,7
18710,21,7
18710,1106,7
18710,21421,7
18710,68395,7
18710,20639,7
18710,150169,7
18710,72681,7
18710,72738,7
18710,21486,7
18710,67401,7
18710,7212,7
18710,277930,7
18710,367906,7
18710,105554,7
18710,74304,7
18710,86481,7
18710,86637,7
18710,69555,7
18710,36,6
18710,115,6
18710,56758,6
18710,305385,6
18710,25349,6
18710,26590,6
18710,20397,6
18710,51,6
18710,39349,6
18710,30082,6
18710,18600,6
18710,18371,6
18710,1756,6
18710,367221,6
18710,98755,6
18710,94,6
18710,106251,6
18710,67632,6
18710,278100,6
18710,86877,6
18710,306060,6
18710,27440,6
18710,21550,6
18710,25200,6
18710,145686,6
18710,22408,6
18710,54436,6
18710,20864,5
18710,30347,5
18710,18,5
18710,24811,5
18710,22916,5
18710,6154,5
18710,366422,5
18710,24757,5
18710,367449,5
18710,367891,5
18710,366211,5
18710,18957,5
18710,61829,5
18710,35,5
18710,77696,5
18710,69774,5
18710,19822,5
18710,35543,5
18710,63052,5
18710,20821,5
18710,74764,5
18710,207072,5
18710,40457,5
18710,28763,5
18710,269158,5
18710,290378,5
18710,21575,5
18710,271291,5
18710,5567,5
18710,229702,5
18710,74793,5
18710,4429,4
18710,129,4
18710,1721,4
18710,20357,4
18710,24503,4
18710,270007,4
18710,71985,4
18710,72473,4
18710,67320,4
18710,34082,4
18710,69757,4
18710,259126,4
18710,366918,4
18710,13,4
18710,5813,4
18710,25915,4
18710,23156,4
18710,4469,4
18710,20324,4
18710,24534,4
18710,27427,4
18710,32734,4
18710,1344,4
18710,147978,4
18710,19802,4
18710,27163,4
18710,194496,4
18710,41189,4
18710,20764,4
18710,28139,4
18710,278696,4
18710,20521,4
18710,204496,4
18710,302581,4
18710,1125,3
18710,18515,3
18710,24707,3
18710,14,3
18710,68272,3
18710,283464,3
18710,277928,3
18710,33623,3
18710,26924,3
18710,367492,3
18710,27343,3
18710,6264,3
18710,34,3
18710,265423,3
18710,38,3
18710,69451,3
18710,21513,3
18710,269301,3
18710,269606,3
18710,18687,3
18710,140,3
18710,5869,3
18710,187473,3
18710,105231,3
18710,58,3
18710,27483,3
18710,68816,3
18710,25771,3
18710,64,3
18710,4415,3
18710,22928,3
18710,18431,3
18710,100488,3
18710,19477,3
18710,89299,3
18710,366226,3
18710,25,3
18710,22540,3
18710,57,3
18710,268225,3
18710,61,3
18710,26896,3
18710,77187,3
18710,179583,3
18710,19050,3
18710,106716,3
18710,20871,3
18710,108160,3
18710,292314,3
18710,304668,3
18710,42689,3
18710,68928,3
18710,70232,3
18710,42,3
18710,277935,3
18710,1199,3
18710,27692,3
18710,25250,3
18710,300052,3
18710,25728,3
18710,6932,3
18710,105831,3
18710,177073,3
18710,27538,3
18710,83195,3
18710,79800,3
18710,185085,3
18710,26874,3
18710,277995,3
18710,68146,3
18710,27499,3
18710,18622,3
18710,18450,3
18710,29483,3
18710,95008,3
18710,71248,3
18710,6138,3
18710,91401,3
18710,208219,3
18710,383707,3
18710,21489,3
18710,33470,3
18710,115781,3
18710,107762,3
18710,72099,3
18710,318409,3
18710,19722,3
18710,85596,3
18710,277897,3
18710,24918,3
18710,29384,3
18710,25444,2
18710,25369,2
18710,6270,2
18710,366268,2
18710,24853,2
18710,24716,2
18710,269352,2
18710,10,2
18710,277863,2
18710,277871,2
18710,25170,2
18710,6338,2
18710,26,2
18710,26811,2
18710,39224,2
18710,1706,2
18710,27012,2
18710,20270,2
18710,25699,2
18710,105100,2
18710,367668,2
18710,5856,2
18710,6169,2
18710,73553,2
18710,6274,2
18710,20598,2
18710,25056,2
18710,366305,2
18710,20434,2
18710,23,2
18710,1720,2
18710,1097,2
18710,24501,2
18710,57174,2
18710,65890,2
18710,367328,2
18710,38941,2
18710,117614,2
18710,6258,2
18710,40,2
18710,108,2
18710,25488,2
18710,22742,2
18710,1349,2
18710,97,2
18710,141,2
18710,361,2
18710,269330,2
18710,27206,2
18710,104698,2
18710,366364,2
18710,26214,2
18710,22912,2
18710,18395,2
18710,788,2
18710,25885,2
18710,142725,2
18710,82159,2
18710,46603,2
18710,53,2
18710,82687,2
18710,277874,2
18710,24621,2
18710,24802,2
18710,6700,2
18710,366697,2
18710,30255,2
18710,20648,2
18710,283486,2
18710,21619,2
18710,55476,2
18710,86881,2
18710,74332,2
18710,18468,2
18710,6149,2
18710,278856,2
18710,19017,2
18710,69032,2
18710,22387,2
18710,95599,2
18710,23049,2
18710,104554,2
18710,179970,2
18710,18171,2
18710,18708,2
18710,25402,2
18710,277901,2
18710,211975,2
18710,1409,2
18710,108369,2
18710,88260,2
18710,25217,2
18710,300214,2
18710,19416,2
18710,18741,2
18710,68627,2
18710,266264,2
18710,67727,2
18710,26639,2
18710,68640,2
18710,277895,2
18710,84967,2
18710,112896,2
18710,25101,2
18710,68737,2
18710,267108,2
18710,18498,2
18710,1522,2
18710,98457,2
18710,67647,2
18710,21938,2
18710,80817,2
18710,29508,2
18710,27293,2
18710,104914,2
18710,98393,2
18710,25028,2
18710,20913,2
18710,40015,2
18710,24769,2
18710,280241,2
18710,19649,2
18710,128691,2
18710,32784,2
18710,76726,2
18710,279104,2
18710,5593,2
18710,81137,2
18710,298183,2
18710,185182,2
18710,71782,2
18710,86496,2
18710,26462,2
18710,63125,2
18710,32883,2
18710,39177,2
18710,60568,2
18710,278207,2
18710,131426,2
18710,63302,2
18710,285118,2
18710,112234,2
18710,91872,2
18710,69618,2
18710,301260,2
18710,948,2
18710,279586,2
18710,28248,2
18710,146895,2
18710,105211,2
18710,138060,2
18710,96380,2
18710,23411,2
18710,21737,2
18710,126867,2
18710,62623,2
18710,94918,2
18710,25060,2
18710,257939,2
18710,148047,2
18710,277893,2
18710,72187,2
18710,29444,2
18710,27013,2
18710,87552,2
18710,300730,2
18710,76352,2
18710,106573,2
18710,34859,2
18710,35435,2
18710,147756,2
18710,28238,2
18710,110333,2
18710,68631,2
18710,76048,2
18710,212279,2
18710,67351,2
18710,18380,2
18710,87877,2
18710,21182,2
18710,72585,2
18710,27130,2
18710,296203,2
18710,147038,2
18710,93975,2
18710,22228,2
18710,75795,2
18710,21148,2
18710,30642,2
18710,173105,2
18710,110645,2
18710,1004,2
18710,19030,2
18710,161389,2
18710,80306,2
18710,121734,2
18710,5767,2
18710,302536,2
18710,22547,2
18710,174413,2
18710,287926,2
18710,144609,2
18710,286579,2
18710,224675,2
18710,20448,1
18710,18796,1
18710,287910,1
18710,28137,1
18710,304,1
18710,30,1
18710,19082,1
18710,24829,1
18710,419,1
18710,366487,1
18710,25527,1
18710,29,1
18710,68329,1
18710,307,1
18710,18620,1
18710,131240,1
18710,18486,1
18710,26365,1
18710,368079,1
18710,366180,1
18710,269457,1
18710,21999,1
18710,367398,1
18710,19388,1
18710,7333,1
18710,20378,1
18710,77846,1
18710,106145,1
18710,20647,1
18710,21919,1
18710,367762,1
18710,22138,1
18710,25320,1
18710,21161,1
18710,25057,1
18710,70042,1
18710,67392,1
18710,182162,1
18710,366191,1
18710,296696,1
18710,752,1
18710,67012,1
18710,6858,1
18710,28136,1
18710,1694,1
18710,18920,1
18710,19320,1
18710,85044,1
18710,270076,1
18710,33810,1
18710,25537,1
18710,45,1
18710,278164,1
18710,58675,1
18710,29120,1
18710,28002,1
18710,366942,1
18710,73407,1
18710,108607,1
18710,111904,1
18710,288455,1
18710,35065,1
18710,366181,1
18710,278335,1
18710,41345,1
18710,84726,1
18710,60669,1
18710,278227,1
18710,59,1
18710,28018,1
18710,4451,1
18710,35631,1
18710,366819,1
18710,65,1
18710,192429,1
18710,25841,1
18710,18491,1
18710,22726,1
18710,853,1
18710,68155,1
18710,69881,1
18710,18934,1
18710,106252,1
18710,367657,1
18710,69028,1
18710,266951,1
18710,75,1
18710,53090,1
18710,93989,1
18710,54342,1
18710,25892,1
18710,23136,1
18710,20320,1
18710,26531,1
18710,74248,1
18710,42118,1
18710,52,1
18710,27036,1
18710,77574,1
18710,22517,1
18710,222683,1
18710,25776,1
18710,19524,1
18710,62,1
18710,103469,1
18710,25216,1
18710,64449,1
18710,23163,1
18710,33558,1
18710,4438,1
18710,25618,1
18710,19647,1
18710,215,1
18710,26361,1
18710,4471,1
18710,54580,1
18710,18933,1
18710,71545,1
18710,99,1
18710,24931,1
18710,29720,1
18710,29971,1
18710,67737,1
18710,386576,1
18710,107659,1
18710,222,1
18710,68225,1
18710,112897,1
18710,24654,1
18710,112957,1
18710,18893,1
18710,54330,1
18710,86636,1
18710,27488,1
18710,4495,1
18710,30112,1
18710,60427,1
18710,32847,1
18710,24889,1
18710,222363,1
18710,6027,1
18710,29533,1
18710,29410,1
18710,72846,1
18710,270537,1
18710,1623,1
18710,72816,1
18710,24,1
18710,204831,1
18710,77322,1
18710,27001,1
18710,73444,1
18710,29272,1
18710,96383,1
18710,22637,1
18710,18399,1
18710,95308,1
18710,301600,1
18710,70102,1
18710,125,1
18710,89262,1
18710,25794,1
18710,29953,1
18710,77963,1
18710,18452,1
18710,265243,1
18710,115550,1
18710,35015,1
18710,19428,1
18710,24775,1
18710,30226,1
18710,69419,1
18710,29464,1
18710,28954,1
18710,21445,1
18710,80596,1
18710,27353,1
18710,277999,1
18710,66126,1
18710,269122,1
18710,27487,1
18710,99988,1
18710,68760,1
18710,19719,1
18710,56,1
18710,278313,1
18710,67,1
18710,25667,1
18710,67458,1
18710,33312,1
18710,25293,1
18710,77657,1
18710,18779,1
18710,105571,1
18710,5804,1
18710,204317,1
18710,95040,1
18710,86303,1
18710,366633,1
18710,278699,1
18710,89955,1
18710,108581,1
18710,19536,1
18710,110044,1
18710,35035,1
18710,86815,1
18710,23043,1
18710,38697,1
18710,113294,1
18710,24906,1
18710,26667,1
18710,67224,1
18710,21019,1
18710,82363,1
18710,278772,1
18710,69,1
18710,189597,1
18710,156618,1
18710,24981,1
18710,88179,1
18710,35518,1
18710,32686,1
18710,90624,1
18710,23778,1
18710,17973,1
18710,18916,1
18710,302324,1
18710,98456,1
18710,19812,1
18710,1711,1
18710,33400,1
18710,300739,1
18710,24896,1
18710,111006,1
18710,101082,1
18710,260434,1
18710,144344,1
18710,115865,1
18710,27150,1
18710,21990,1
18710,70498,1
18710,293059,1
18710,89370,1
18710,121898,1
18710,68970,1
18710,90334,1
18710,25643,1
18710,25252,1
18710,25633,1
18710,33038,1
18710,21605,1
18710,73669,1
18710,5628,1
18710,31759,1
18710,19752,1
18710,153077,1
18710,22241,1
18710,27458,1
18710,18995,1
18710,223266,1
18710,26191,1
18710,226712,1
18710,20958,1
18710,76013,1
18710,71059,1
18710,85024,1
18710,148821,1
18710,148226,1
18710,22429,1
18710,30087,1
18710,67149,1
18710,287942,1
18710,68743,1
18710,103978,1
18710,18173,1
18710,81824,1
18710,67260,1
18710,112703,1
18710,89559,1
18710,71437,1
18710,92482,1
18710,71,1
